Episode;StepsNeeded
1;223
2;327
3;157
4;420
5;110
6;192
7;121
8;176
9;62
10;145
11;233
12;104
13;324
14;90
15;179
16;190
17;188
18;118
19;204
20;222
21;102
22;208
23;104
24;330
25;93
26;72
27;326
28;128
29;158
30;152
31;258
32;99
33;276
34;118
35;104
36;182
37;174
38;118
39;360
40;288
