Episode;StepsNeeded
1;9650
2;2542
3;77
4;1821
5;1177
6;308
7;597
8;5134
9;966
10;128
11;166
12;116
13;1735
14;327
15;84
16;102
17;106
18;62
19;636
20;200
21;48
22;64
23;80
24;87
25;98
26;68
27;84
28;58
29;156
30;250
31;154
32;132
33;560
34;174
35;200
36;52
37;314
38;69
39;118
40;98
