Episode;StepsNeeded
1;1728
2;3048
3;1745
4;2184
5;1629
6;1320
7;1853
8;2542
9;2144
10;1688
11;1624
12;2103
13;1479
14;1791
15;1602
16;1215
17;2271
18;1737
19;1786
20;2424
21;2124
