Episode;StepsNeeded
1;416
2;97
3;208
4;132
5;200
6;805
7;499
8;119
9;159
10;1046
11;916
12;86
13;637
14;1058
15;534
16;62
17;284
18;198
19;198
20;109
21;2496
22;285
23;98
24;259
25;92
26;253
27;66
28;78
29;120
30;147
31;139
32;201
33;102
34;848
35;106
36;130
37;276
38;348
39;199
40;53
