Episode;StepsNeeded
1;2806
2;1850
3;1887
4;1270
5;2131
6;1181
7;1096
8;1279
9;1296
10;1753
11;1652
12;1661
13;944
14;2528
15;720
16;1030
17;1186
18;1838
19;1124
20;613
21;1282
22;651
23;664
24;2492
25;2206
26;2159
27;1144
28;1180
29;2211
30;1017
31;1054
32;1236
33;1630
34;906
35;942
36;1472
37;686
38;640
39;1372
40;1314
41;990
42;1681
43;1404
44;704
45;584
46;2406
47;1172
48;772
49;1045
50;834
