Episode;StepsNeeded
1;158
2;111
3;72
4;202
5;83
6;103
7;134
8;193
9;276
10;156
11;98
12;155
13;123
14;86
15;86
16;158
17;295
18;73
19;320
20;162
21;144
22;152
23;275
24;94
25;125
26;357
27;202
28;92
29;208
30;118
31;265
32;182
33;124
34;201
35;328
36;118
37;318
38;415
39;106
40;240
