Episode;StepsNeeded
1;88
2;102
3;140
4;212
5;103
6;150
7;199
8;80
9;262
10;330
11;248
12;163
13;148
14;124
15;256
16;410
17;200
18;426
19;114
20;211
21;244
22;175
23;252
24;190
25;229
26;312
27;274
28;106
29;75
30;223
31;176
32;146
33;204
34;82
35;199
36;100
37;154
38;236
39;230
40;124
