Episode;StepsNeeded
1;189
2;290
3;137
4;158
5;173
6;195
7;129
8;125
9;238
10;101
11;104
12;130
13;284
14;76
15;597
16;144
17;193
18;100
19;188
20;100
21;128
22;266
23;573
24;72
25;281
26;196
27;130
28;95
29;142
30;347
31;327
32;409
33;162
34;326
35;390
36;110
37;362
38;245
39;82
40;286
