Episode;StepsNeeded
1;342
2;106
3;120
4;95
5;330
6;261
7;64
8;138
9;57
10;174
11;493
12;112
13;202
14;130
15;236
16;100
17;86
18;76
19;130
20;178
21;128
22;224
23;54
24;41
25;167
26;74
27;64
28;62
29;202
30;278
31;154
32;285
33;212
34;71
35;88
36;58
37;66
38;178
39;180
40;134
