Episode;StepsNeeded
1;1351
2;82
3;58
4;97
5;230
6;66
7;44
8;1418
9;58
10;66
11;166
12;294
13;42
14;1745
15;60
16;38
17;63
18;40
19;324
20;60
21;77
22;2198
23;14038
24;138
25;103
26;98
27;122
28;78
29;63
30;42
31;44
32;60
33;58
34;53
35;68
36;60
37;154
38;96
39;78
40;60
