Episode;StepsNeeded
1;315
2;290
3;351
4;208
5;252
6;630
7;294
8;220
9;312
10;292
11;166
12;216
13;148
14;320
15;784
16;285
17;152
18;173
19;127
20;275
21;188
22;141
23;192
24;121
25;187
26;194
27;226
28;234
29;198
30;300
31;190
32;356
33;244
34;568
35;149
36;454
37;184
38;223
39;139
40;286
