Episode;StepsNeeded
1;228
2;60
3;9360
4;58
5;51
6;485
7;634
8;142
9;34432
10;10216
11;6090
12;17842
13;80
14;320
15;46
16;194
17;71
18;126
19;148
20;166
21;118
22;147
23;70
24;468
25;371
26;186
27;442
28;100
29;70
30;202
31;61
32;458
33;198
34;213
35;144
36;106
37;43
38;620
39;202
40;247
