Episode;StepsNeeded
1;116
2;173
3;150
4;92
5;92
6;338
7;176
8;99
9;158
10;394
11;310
12;118
13;106
14;100
15;129
16;161
17;160
18;82
19;313
20;146
21;83
22;66
23;71
24;140
25;68
26;120
27;478
28;86
29;250
30;161
31;366
32;310
33;236
34;134
35;172
36;174
37;192
38;74
39;200
40;186
