Episode;StepsNeeded
1;2236
2;2564
3;2186
4;1688
5;1838
6;1624
7;1854
8;1472
9;2172
10;1668
11;1466
12;1161
13;2363
14;1618
15;1232
16;1674
17;1554
18;960
19;1615
20;1161
21;753
22;946
23;1089
24;1431
25;2120
26;1287
27;1200
28;1518
29;1390
30;1331
31;1399
32;560
33;1755
34;671
35;2257
36;986
37;1337
38;826
39;1677
40;930
41;1201
42;930
43;1065
44;746
45;732
46;606
47;1080
48;985
49;675
50;621
