Episode;StepsNeeded
1;234
2;246
3;250
4;202
5;162
6;261
7;142
8;211
9;508
10;313
11;135
12;103
13;320
14;82
15;185
16;382
17;111
18;292
19;178
20;74
21;664
22;72
23;218
24;156
25;84
26;84
27;68
28;402
29;112
30;146
31;192
32;646
33;140
34;169
35;249
36;155
37;246
38;232
39;502
40;144
