Episode;StepsNeeded
1;208
2;882
3;451
4;270
5;4564
6;984
7;277
8;642
9;42
10;72
11;414
12;134
13;531
14;48
15;51
16;48
17;134
18;66
19;54
20;168
21;54
22;660
23;64
24;67
25;62
26;82
27;52
28;62
29;46
30;52
31;44
32;48
33;486
34;46
35;326
36;868
37;204
38;414
39;172
40;390
